1.89,7.0,1.0
-4.42,0.0,2.0
-3.35,0.0,2.0
1.33,2.0,1.0
-4.58,88.0,1.0
6.2,0.0,1.0
2.85,41.0,2.0
-4.52,0.0,3.0
1.2,8.0,1.0
-4.6,0.0,2.0
-3.33,70.0,1.0
-2.98,48.0,1.0
-4.92,41.0,1.0
-5.14,46.0,1.0
-3.22,67.0,1.0
-4.92,75.0,1.0
-3.27,46.0,1.0
-5.02,80.0,1.0
-2.95,61.0,1.0
-3.22,47.0,1.0
-3.77,39.0,1.0
-3.19,54.0,1.0
-5.04,87.0,1.0
-4.06,74.0,1.0
-4.96,80.0,1.0
-4.63,77.0,1.0
-5.08,75.0,1.0
-5.06,85.0,1.0
-0.08,0.0,1.0
-4.21,0.0,2.0
3.43,2.0,1.0
-4.43,0.0,2.0
-4.64,0.0,3.0
2.48,14.0,1.0
-0.29,0.0,2.0
-5.15,70.0,1.0
1.04,6.0,1.0
-1.11,0.0,2.0
-4.89,0.0,3.0
3.05,7.0,1.0
-4.78,0.0,2.0
3.32,5.0,1.0
-4.78,0.0,2.0
-5.18,49.0,1.0
-5.12,94.0,1.0
-2.98,54.0,1.0
-5.14,52.0,1.0
-5.09,95.0,1.0
-5.1,91.0,1.0
-5.17,57.0,1.0
-0.84,61.0,1.0
-4.93,0.0,2.0
-2.53,52.0,1.0
-1.17,27.0,1.0
1.37,0.0,1.0
-4.84,0.0,2.0
1.43,6.0,1.0
-4.73,0.0,2.0
1.49,19.0,1.0
-5.03,0.0,2.0
2.51,39.0,1.0
2.36,54.0,1.0
16.71,45.0,1.0
-5.05,27.0,2.0
17.2,55.0,1.0
-5.19,5.0,2.0
16.94,57.0,1.0
-5.01,9.0,2.0
16.71,30.0,1.0
0.87,34.0,2.0
-4.81,0.0,3.0
16.98,28.0,1.0
-5.06,18.0,2.0
16.39,36.0,1.0
17.77,51.0,1.0
-5.13,20.0,2.0
17.8,51.0,1.0
-4.99,20.0,2.0
0.4,44.0,1.0
-5.07,0.0,2.0
18.26,33.0,1.0
2.11,67.0,1.0
3.14,79.0,1.0
0.96,31.0,2.0
17.94,47.0,1.0
-4.99,6.0,2.0
0.08,48.0,1.0
-4.77,0.0,2.0
-5.03,59.0,1.0
0.09,6.0,1.0
1.85,0.0,1.0
-2.88,0.0,2.0
1.65,7.0,1.0
-3.49,0.0,2.0
-2.49,0.0,2.0
1.34,4.0,1.0
-2.91,0.0,2.0
-0.77,23.0,1.0
-2.8,0.0,2.0
0.36,35.0,1.0
4.03,2.0,1.0
-4.72,0.0,2.0
-0.95,36.0,1.0
-4.17,0.0,2.0
2.57,4.0,1.0
-4.79,0.0,2.0
1.84,5.0,1.0
-4.82,0.0,2.0
2.28,11.0,1.0
-0.26,10.0,1.0
-4.83,0.0,2.0
2.5,11.0,1.0
2.42,4.0,1.0
-4.81,0.0,2.0
2.66,50.0,1.0
1.91,69.0,1.0
-0.49,40.0,1.0
-4.97,0.0,2.0
1.84,55.0,1.0
-0.71,0.0,2.0
-0.65,42.0,1.0
0.3,54.0,1.0
-0.91,39.0,1.0
0.05,28.0,1.0
-0.95,42.0,1.0
-4.87,0.0,2.0
0.92,5.0,1.0
0.67,57.0,1.0
-4.81,0.0,2.0
-1.77,22.0,1.0
-5.08,52.0,1.0
-5.04,79.0,1.0
-4.92,12.0,2.0
17.0,37.0,1.0
16.57,53.0,1.0
-5.03,17.0,2.0
16.09,47.0,1.0
-5.04,5.0,2.0
13.7,11.0,1.0
-4.97,47.0,2.0
18.72,53.0,1.0
14.6,0.0,2.0
17.81,44.0,1.0
15.83,2.0,2.0
-4.92,0.0,3.0
18.0,36.0,1.0
14.33,0.0,2.0
-5.06,73.0,1.0
-5.09,82.0,1.0
-5.07,72.0,1.0
-5.15,56.0,1.0
15.38,19.0,1.0
-5.09,38.0,2.0
15.05,46.0,1.0
-5.03,4.0,2.0
-5.11,64.0,1.0
13.48,11.0,1.0
-4.02,2.0,2.0
18.59,41.0,1.0
14.61,0.0,2.0
14.34,43.0,1.0
10.89,0.0,2.0
14.14,32.0,1.0
11.52,0.0,2.0
12.1,28.0,1.0
14.12,39.0,1.0
10.12,2.0,2.0
2.29,0.0,3.0
13.61,34.0,1.0
1.88,6.0,2.0
1.91,4.0,2.0
13.15,15.0,1.0
1.87,15.0,2.0
13.66,23.0,1.0
8.61,0.0,2.0
1.32,0.0,3.0
9.13,18.0,1.0
1.58,0.0,2.0
13.74,18.0,1.0
1.19,16.0,2.0
1.55,25.0,1.0
10.83,46.0,1.0
10.57,18.0,1.0
2.03,15.0,2.0
10.59,27.0,1.0
1.84,14.0,2.0
10.6,0.0,1.0
2.01,29.0,2.0
0.78,21.0,1.0
-4.75,0.0,2.0
3.45,29.0,1.0
1.45,0.0,2.0
3.76,58.0,1.0
1.39,24.0,1.0
-4.92,0.0,2.0
2.35,41.0,1.0
-4.93,0.0,2.0
3.37,53.0,1.0
-4.81,0.0,2.0
0.57,47.0,1.0
2.16,18.0,1.0
4.22,45.0,1.0
-1.13,0.0,2.0
1.97,51.0,1.0
-4.84,0.0,2.0
2.46,63.0,1.0
4.31,56.0,1.0
3.03,40.0,1.0
3.24,44.0,1.0
-0.27,0.0,2.0
0.87,39.0,1.0
-2.79,0.0,2.0
2.41,25.0,1.0
1.29,23.0,1.0
-4.93,0.0,2.0
1.01,12.0,1.0
-4.92,0.0,2.0
1.37,23.0,1.0
1.66,21.0,1.0
1.13,22.0,1.0
10.79,12.0,1.0
1.26,21.0,2.0
0.35,13.0,1.0
-4.82,0.0,2.0
-5.16,52.0,1.0
-2.92,55.0,1.0
-5.05,66.0,1.0
10.28,6.0,1.0
-5.21,72.0,2.0
11.46,24.0,1.0
0.96,8.0,2.0
11.61,0.0,1.0
-5.08,57.0,2.0
16.58,32.0,1.0
12.09,4.0,2.0
-5.0,0.0,3.0
14.02,49.0,1.0
1.59,9.0,2.0
12.94,22.0,1.0
1.31,25.0,2.0
13.59,22.0,1.0
1.84,7.0,2.0
12.5,37.0,1.0
1.68,9.0,2.0
1.1,22.0,1.0
0.96,11.0,1.0
-1.03,0.0,2.0
1.45,24.0,1.0
11.15,38.0,1.0
1.4,3.0,2.0
2.03,22.0,1.0
1.87,22.0,1.0
2.18,25.0,1.0
10.37,21.0,1.0
2.14,15.0,2.0
11.37,46.0,1.0
11.86,32.0,1.0
1.54,4.0,2.0
11.32,40.0,1.0
2.03,4.0,2.0
12.58,19.0,1.0
-1.63,31.0,1.0
10.99,38.0,1.0
1.11,8.0,2.0
11.17,30.0,1.0
0.97,7.0,2.0
-4.73,0.0,3.0
5.89,1.0,1.0
-4.92,83.0,1.0
8.47,18.0,1.0
-3.41,50.0,2.0
11.25,2.0,1.0
-4.96,84.0,2.0
10.67,30.0,1.0
-3.44,20.0,2.0
12.91,29.0,1.0
12.65,16.0,1.0
1.83,5.0,2.0
